"","X","screen_name","text","location"
"886",886,"wigchert","Don’t believe the BS hype!  Get and keep a healthy immune system ~ we do NOT need flu shots! Why do so so many just get them without question...??? https://t.co/flYVl2846v","Oceanside, CA"
"887",887,"tdabrowsky","Abbott expands influenza test offering #neews #feedly https://t.co/Umf6v84otX","Poland"
"888",888,"noelcamp","U.S. Government Pays Out Millions to Flu Shot Victims Killed or Paralyzed by Influenza Vaccine https://t.co/Qe7SmT7GwL","Australia"
"889",889,"QualityAssist_","¿Sabías que la #influenza conocida como gripe española dejó entre 21 y 50 millones de muertes?
Fue un 4 de marzo de 1918 cuando se detectó el primer caso.
#AsistenciaMédica
https://t.co/yxMwH9PSxR","Distrito Federal, México"
"890",890,"MSSymptomsGone","Viral infections such as the common cold, influenza, or gastroenteritis increase the risk of relapse.","New York"
"891",891,"chemahdz","@EradePaz @LuisMan16 @lovrega @FelipeCalderon Compara ahora la devaluación del peso en cada uno de esos sexenios, te darás un duro golpe con la realidad. 
Contando, aparte, que a FCH le tocó la crisis mundial de 2008, la muerte de dos secretarios de gobernación y la crisis de la influenza AH1N1.","Monterrey, Nuevo Leon, Mexico"
"892",892,"JamezEnderfan","@Swampertlol3 @wikiseba @darkthanos La Influenza a la que te refieres, no llegó a México. En México surgió y de aquí se repartió.","Mexico"
"893",893,"RCNPublisher","The Dangers of Children &amp; Influenza (Flu) https://t.co/443WzTplt1 #rivercountrynews https://t.co/soItt331q9","Tappahannock, VA"
"894",894,"poTAYto97","“What is the Spanish Influenza? Does it have sazón in it?”- @NotoriousMNR","New York, USA"
"895",895,"Bleus_DaisyDoo","My momma was really sick &amp; had to go to the hospital. #influenza and #pneumonia are no joke! She’s finally home &amp; I’m taking my responsibility to cuddle with her very seriously. The bed, the couch, you name it, I’m your #cuddledog mom!  She says #dogcuddlesarethebestmedicine https://t.co/GESGbljHcF","Denver, CO"
"896",896,"judihttp","maestra es que no pude venir porque tenía influenza, aquí está el diagnóstico de google que lo comprueba","Nayarit<U+0001F1F2><U+0001F1FD> "
"897",897,"MJGarci30227217","@TheOtherParas There is a stomach bug and influenza a I believe going around. Get plenty of rest and stay hydrated.","Florida, USA"
"898",898,"PittBull_68","@SecPompeo @StateDept Darn it!  I have been battling Influenza for 4 days now and still feeling crappy!  I would have loved the opportunity to meet you and get a photo!  Maybe next time.","United States"
"899",899,"SamanthaPfaff","@webelievechurch There’s no such thing as “homeopathic immunization” and unvaccinated children are healthy until they get measles, mumps, influenza, diphtheria, tetanus ....","San Francisco East Bay"
"900",900,"TomAnswers10","Influenza A virus subtype H3N2 is a subtype of viruses that causes influenza. H3N2 viruses can infect birds and mammals. In birds, humans, and pigs, the virus has mutated into many strains. H3N2 is increasingly abundant in seasonal influenza","Atlanta, GA"
"901",901,"TomAnswers10","Unlike type A (h3n2) flu viruses, type B flu is found only in humans. Type B flu may cause a less severe reaction than type A flu virus, but occasionally, type B flu can still be extremely harmful. Influenza type B viruses are not classified by subtype and do not cause pandemics.","Atlanta, GA"
"902",902,"TomAnswers10","The CDC says the milder strain of influenza that had been nailing people from just after Thanksgiving through early February is now being replaced by a stronger, nastier strain. It’s one that makes people a lot sicker than the previous circulating bug. https://t.co/z1DGzigtGa","Atlanta, GA"
"903",903,"grumpypedi","I don't get grumpy when admitting sick kids with influenza. It does piss me off a little to hear the story of a toddler and her 30wk pregnant mom who both got their flu at a US immigrant processing center in El Paso. Mom: ""they kept us in a room that was too cold for children""","Tampa Bay, Florida, USA"
"904",904,"mcgaula","@nicolefreed Me too. It worries me that for some reason he can’t walk. I was asking my mom if they did all these tests and she was like I’m not sure. Says she thinks gma doesn’t like being alone. I know he has influenza type A and that has poor outcomes.","East Lansing MI/Chicago IL"
"905",905,"mcgaula","Please pray for my grandpa. He is currently in the hospital with influenza A and unknown etiology as to why he can’t walk. I’m sitting up here at home asking mom if they did this, this and this and did they rule out this? I guess I feel helpless that I can’t do anything.","East Lansing MI/Chicago IL"
"906",906,"tkdufty","@thethomps This year influenza has people vomiting. Tough with type 1. Sounds like you are all over it though, it’s a tough disease. I remember those nights - he is 27 now....","Norwich VT"
"907",907,"BoogF","I promise you I diagnosed with influenza on Thursday. @ New Orleans, Louisiana https://t.co/axnMbbt6PY","Merrill Island"
"908",908,"planmindfully","@Delta I am supposed to fly home tomorrow, but I had to go to the ER and got diagnosed with influenza on my last day of vacation today. I was informed I cannot fly tomorrow or Tuesday. Is there any way I could reschedule a basic economy flight with this weird situation?","Rochester, MN"
"909",909,"p0lygenesis","(And yes, it's real. No, it's not ""rare"". It affects between 1 to 5% of the world population. 1% is as much as schizophrenia, 5% as much as influenza and hypothyroidism.) Yeah, we realize it's odd, but it just is.","United States"
"910",910,"pbrowning02","@politico Flu killed and hospitalized more people in the United States last winter  than any seasonal influenza in decades, according to new data released  Thursday. Influenza killed about 80,000 people in the 2017-2018 season, The flu killed 180 children last season. #DiseasesKill","United States"
"911",911,"pbrowning02","Flu killed and hospitalized more people in the United States last winter than any seasonal influenza in decades, according to new data released Thursday. Influenza killed about 80,000 people in the  2017-2018 season, The flu killed 180 children last season. #DiseasesKill https://t.co/cJGaALMm9C","United States"
"912",912,"mkhatriDVM","I raised the misuse of dangerous infectious agents regulated under the Agricultural Bioterrorism Protection Act in Dr. Chang-Won Lee’s lab in FAHRP. Students/visiting scholars from Egypt in Dr. Lee’s lab were receiving a highly pathogenic influenza from Egypt and working here.","Wooster, OH"
"913",913,"DeepPol","...The FDA was legally forced to admit that it granted approval to both the inactivated influenza and TdaP vaccine for use in pregnant women without any clinical trials and safety studies enrolling pregnant women...

https://t.co/6ZKWcCz4vH","Santa Cruz, CA"
"914",914,"ebalintREP","Listen to <U+2066>the latest podcast installment by <U+2066>@shooverREP<U+2069> on the influenza pandemic of 1918. Consider it an audio time machine. https://t.co/y3z6c58XzU","Canton, Ohio"
"915",915,"codigosanluisi","#LoDeLaSemana
#Salud
En los últimos días, más personas enfermas de Influenza tipo “A” han llegado a distintas instituciones médicas en la capital
@ssaslp @ISSSTE_mx @Tu_IMSS @deleg_slp_imss @HCentralSLP @SSalud_mx
https://t.co/FKpOo86hIc","México, San Luis Potosí"
"916",916,"gamespite","@BBolander I didn’t expect the Spanish Influenza","Raleigh, NC"
"917",917,"Daely_Pentico","Influenza: pain in the ass x7 days.","Mesa, AZ"
"918",918,"cleme002","@SalliePermar @ShotAtLife @TheDHVI And influenza suppreses myeloperoxidase activity","DGHI@Duke"
"919",919,"Blueskiesovergr","@TOPublicHealth @ErinPaulCTV @ONThealth Was everyone off work because they caught influenza after having their shot?","Ottawa, Ontario"
"920",920,"devons_nana","@LHVanhorn Influenza A","ash grove mo."
"921",921,"XyenaOrozco","I have the worst immune system. Whoop whoop influenza season is my fav.","Chicago, IL"
"922",922,"melfer2000","Todo mi familia tiene influenza, no se acerquen a mi D:","Monterrey, Nuevo León"
"923",923,"andreablec","@Nyuundere No has dormido conmigo cuando estoy enferma. 
Con influenza, me desperté por mis ronquidos. <U+0001F605>","Distrito Federal, México"
"924",924,"KarenCpp","No mame doc, cómo que tengo influenza","Saltillo, Coahuila de Zaragoza"
"925",925,"Soy_Mongosaurio","Pues no era gripe era influenza <U+0001F62A>","Monterrey México"
"926",926,"DraDianaCarpio","Acude a nuestros módulos de salud, aún estás a tiempo de recibir la vacuna contra la influenza. #CuidamosTuSalud https://t.co/Adea6iO2NX","Morelia, Michoacán de Ocampo"
"927",927,"ShannonSalmon","Big, favorite day of the week tomorrow! Want to come in HOT this week... and not the Influenza 102° fever kid shit... but BOSS BABE HOT! Ya feel me?? 
.
.
#desmoines… https://t.co/uvXIrckZZ8","Urbandale, IA"
"928",928,"SALUDMICH","Acude a nuestros módulos de salud, aún estás a tiempo de recibir la vacuna contra la influenza. #CuidamosTuSalud https://t.co/uz26XYEN90","Michoacán de Ocampo, México"
"929",929,"marcelogv98","Salí positivo de influenza tipo B.
EOOOO","Monterrey, Nuevo León"
"930",930,"mccahertyk12","so i’m currently sicker than a dog with influenza a and my brother is being EXTREMELY rude, like this tweet if i should cough all over his stuff when he goes to bed so he can get it too :,)","IL, USA"
"931",931,"katie_zelinski","“a year ago i had influenza B”","Columbus, OH"
"932",932,"DelthiaRicks","Lurking: Disease X, the still-as-yet unknown globe-girdling killer that could claim millions of lives. Some scientists think a future pandemic flu virus might become a real-life Disease X, mimicking the devastation of the Great Influenza in 1918 https://t.co/8DJVHjuCbX https://t.co/fcPB34L848","New York"
"933",933,"CornbreadNibba","tengo la influenza","Aldine, TX"
"934",934,"drrcpatel","@terrysimpson Nasal swab for influenza and cbc","Gilbert, Arizona"
"935",935,"elbotiquinmx","La enfermedad por influenza va de leve a grave e incluso puede llevar a la muerte. https://t.co/IYZuy9dXBh","México"
"936",936,"squishyyyoongi_","Desde el jueves estuve internada por una puta influenza y hoy sali. CABROS OLA, TE ESTORNUDOO? https://t.co/wL8u7LNS4w","México"
"937",937,"PublicHealthUMN","If the flu killed 50 million in 1918, we could expect to see more than 250 million casualties today, says Michael Osterholm. “That’s a lot of body bags — which we’d run out of very quickly.”  https://t.co/Cw7gQxdj8m #1918flu","Minnesota"
"938",938,"OSUhsl","Science Cafe: Influenza - Novel Solutions to a Grave Threat to Humanity 
March 6 @ 6:30 pm - 7:30 pm - Research Commons (3rd floor, 18th Avenue Library) 
More info: https://t.co/XPXgW8o6oy","Columbus, OH"
"939",939,"ba1leye","IM YELLING influenza aficionado <U+0001F602><U+0001F923><U+0001F923><U+0001F923> https://t.co/UvB9z4NGnT","School"
"940",940,"charmedneedle","Adults: Do you know your basic vaccines status?  MMR, Varicella, Tdap, Polio, Hep A/B, HPV, Influenza, etc.","Seattle, WA"
"941",941,"drdengaterwuor","This winter season started out great, but seeing more cases of influenza lately.","Cedar Falls, IA"
"942",942,"LarrySa16379655","@AlexChoirDrama  no choir fest for Evan . Out with Type A influenza.","United States Minor Outlying Islands"
"943",943,"biorxivpreprint","Influenza A matrix protein M1 is sufficient to induce lipid membrane deformation  https://t.co/5QtKd34HDp #bioRxiv","New York"
"944",944,"AlaskanCourtney","@El_Influenza Is that yours???","Alaska"
"945",945,"AlaskanCourtney","@El_Influenza Thank you. I hope you have a low pain day <U+2764><U+FE0F> https://t.co/vkgXlZCvNn","Alaska"
"946",946,"AlaskanCourtney","@El_Influenza Nice!!!!!","Alaska"
"947",947,"AlaskanCourtney","@El_Influenza Are you kidding?!? That’s exactly what you SHOULD do!","Alaska"
"948",948,"itsmeucunts","@Paruuq u my greatest influenza <U+0001F614><U+0001F614>","toronto"
"949",949,"FormulaTorreon","Se mantiene permanente campaña para prevenir la #influenza 

#AbriendoLaConversación 

https://t.co/ilQMvTZsXU https://t.co/eM8hfyYOY6","Torreón, Coahuila de Zaragoza"
"950",950,"Battelle","Our @CDCgov flu contract staff (Bill Davis, Brian Lynch, Janná Murray, Malania Wilson, Ben Rambo-Martin, Cindy Adolphus, Xudong Lin, Li Wang, Terianne Wong) awarded 2018 Alexander l. Klimov Award for contributions to global influenza pandemic preparedness.
https://t.co/qvdU9it5k4 https://t.co/SRir6VVFRD","Columbus, OH"
"951",951,"TheTacticalDave","The Influenza Outbreak came in the same way, our doctors are privately warning us about the Illegals and the Viruses they are spreading here in South Texas. 
@SebGorka @dbongino #maga #buildthewall https://t.co/UODASjVTEr","Corpus Christi, TX"
"952",952,"TheTacticalDave","Just one of the Many Infectious diseases that are leaching out of Texas Immigrant Detention Centers, the deadly Influenza virus has been spreading in the same way. illegals with infectious illness should not be released into the general Public https://t.co/NNdVpHlTGi #Maga","Corpus Christi, TX"
"953",953,"partyjordan","If I were an alien who just landed on Earth and hadn’t learned the language yet but needed to pick an Earth name, it would definitely be one of these:

Influenza
Faucet
Courtesy
Lunesta
Virus
Sponsored Post
Inclusivity 
Honking (the noise not the word)
Nintendo
Pencil","San Francisco"
"954",954,"6abc","The Delaware Health and Social Services said Friday in a statement that all the cases were people who had underlying health conditions and who were infected with the influenza A strain. https://t.co/9Wrq9o9X2W","Philadelphia"
"955",955,"bcastbloggers","Predicting seasonal influenza epidemics using cross-hemisphere influenza surveillance data and local internet query data. https://t.co/qKHn5sHqSF","NYC"
"956",956,"Enrique57295735","@HardCan08687591 Ancora con l'influenza ? <U+0001F614> Mi dispiace! 
Sì io tutto bene , grazie <U+0001F44D> 
Ti auguro una buona notte e sogni sereni <U+0001F31B>","donde se cruzan los caminos..."
"957",957,"DanimarieMorse","Another thing we discovered in the ER last night is that I have Influenza A. It’s kicking my butt. However the babies are fine so I am thankful.","Michigan"
"958",958,"amccullough519","@Megs_ISU I’ll trade your influenza for my bronchitis","Westerville, OH"
"959",959,"drjewilliams","Influenza virus has a simple strategy: infect as many as possible. It keeps us off balance. It’s predictably unpredictable. This year’s pattern might be: start mild, end strong. https://t.co/gY6JzuPF4S","Sarasota, FL"
"962",962,"TwitchDadTV","Awesome news, i have recovered from influenza and not longer feeling crap! Hoping to stream today.  With 2 week holiday and family hospitalization i am back! https://t.co/idxt6Eal38","Australia"
"963",963,"Sandsnake__","Pues les traigo la noticia de que en la escuela de Libia ya van 4 niños con influenza ( ella incluida). En la escuela de una amiga suya van 3. Y yo al menos no he visto ningún aviso anywhere.","Distrito Federal, México"
"964",964,"SamHighsmith","we are snowed in, braydan has influenza and reid has an ear infection. hope everyone else’s sunday is better than ours","Wilson, KS"
"965",965,"KayJayFIN","@the_striped_roo Mmh! Bad influenza wave going on xD","Finland"
"966",966,"KayJayFIN","@Schtewee I was at the hospital today. Got diagnozed with influenza. Pharmacy was closed already.","Finland"
"967",967,"Danhdrg","@liamdrg_ Sì, sono il genio della lampadina. Esprimi un desiderio.
Vuoi avere l'influenza? Vuoi un mal di denti? Desideri un dolore di stomaco?
Strofina la lampadina e potrai avere tutto questo, ragazzo fortunato","New York, USA"
"968",968,"nssoaxaca","México a una década de la influenza cómo se vivió y lecciones aprendidas https://t.co/EVorkGQ5V0","Oaxaca, México"
"969",969,"mohicks18","Getting Influenza A the one strain not covered by the flu shot this year &amp; having to miss my whole week of class/clinical is pretty much how my life works in a nutshell.....","Columbus, OH"
"970",970,"KaelanRhy","@AuthorKEIreland I hope not. It doesn't have any of the markers of influenza.","Southern Ontario, Canada"
"971",971,"Cillalapostej","Først åbning af Capelli Sports Park, med en uafgjort i sidste minut. På vej hjem fandt vi så en mand der var faldet på sin cykel, som var ude af stand til at finde hjem. Få fat på politiet. Hjem. Liverpool spiller uafgjort. Brøndby taber. Og nu har jeg influenza?? Mærkelig søndag","Denmark"
"972",972,"MichelleRafter","The influenza A strain going around is serious business. It landed my 82 y o dad in the hospital despite him having gotten a flu shot. So many other people around here have gotten it too. Practice safe hygiene people! #flu","Portland, OR"
"973",973,"AskDeMarie","FLU SHOT! YES OR NO?
Dr. Geier goes on to explain that flu is “the wrong thing to vaccinate against” because you have to keep re-vaccinating against it... https://t.co/cwL7sNnsD1","Orange County, California"
"974",974,"ninamoraless","@FrydaMonsivais Fuiste a esparcir tu influenza <U+0001F602>","Monterrey Nuevo Leon "
"975",975,"elchiltepin","México a una década de la influenza AH1N1 :: https://t.co/KjnL1h8GTE vía @elchiltepin","Hermosillo, Sonora"
"976",976,"lyssiebabyx","According to Essentia Health emergency room, coughing up blood is completely normal but is cause to take a blood test and an influenza test. MAKES FUCKING SENSE YOU DUMB SHITS","Wisconsin, USA"
"977",977,"lemellekh2","@The_Octahedron It's like influenza vs RSV lol","Grand Rapids, MI"
"978",978,"Sugaarrbaby","@Habiibti_ @yojora Lmaoo stop lying. Are you now an influenza?","Toronto, Ontario"
"979",979,"latteonmyscrubs","FUCK just tested pos for influenza A <U+0001F61E><U+0001F61E><U+0001F61E>","United States"
"980",980,"MissGracey13","@iMiaSanMia I love how he tagged himself influenza but in black so it doesn’t show so much haha","Distrito Federal, México"
"981",981,"WomensHealthCT","Have you had your #flushot? Even healthy people can get the flu and spread it to loved ones and friends. https://t.co/d84OeTmeG6,","Avon, CT"
"982",982,"8_Columnas","#Nacional | Eran las 11 de la noche del 23 de abril de 2009, cuando la Secretaría de Salud informaba a la población mexicana y al mundo que una nueva cepa de influenza AH1N1 estaba circulando en el país, y se desconocía su nivel de letalidad.

https://t.co/2TcmflGtcw","Estado de México"
"983",983,"liderweb_mx","#Salud | Mantienen vacunación contra la influenza https://t.co/bPImoDxyFM https://t.co/h4mHXzX4gQ","Nuevo Laredo, Tamaulipas"
"984",984,"LadyDeibs","@chrisdocnee @netflix If it’s any consolation, my entire family just had influenza a last week (including my 6 month old- got it on the day to get the flu vax...). You will be feeling more human by Tuesday! I swear!","Somewhere near Pittsburgh, PA"
"985",985,"htrandreibl","@paomeza23 Ni parece que traes influenza <U+0001F92D><U+0001F602>","Montemorelos, Nuevo León."
"986",986,"TLCane1","“Crisis” of Seriously Ill Migrants Slams Border Patrol — TB, Pneumonia, Influenza, Parasites. https://t.co/wP4fZo0cw5 @MarkHerringVA","USA"
"987",987,"420lanie","U.S. Government Pays Out Millions to Flu Shot Victims Killed or Paralyzed by Influenza Vaccine https://t.co/NdwGfFWJnc","Texas, USA"
"988",988,"ActualYucatan","#Salud #Yucatán es uno de los estados del país que menores índices presenta en cuanto a casos confirmados por el virus de #influenza <U+0001F637><U+0001F927> Actualmente, al corte de la semana número ocho de la Temporada 2018-2019, se tiene un acumulado total de 44... https://t.co/p7BFjUynlW","Mérida, Yucatán, México"
"989",989,"MarckVoltury","Día cuatro: la vacuna está funcionando, la influenza Betancourt ah diezmado el 70% de mi fin de semana, no sabemos si la humedad podrá sobrellevar esto.","Toluca"
"991",991,"KaylaYax","My sick ass has been laying in bed doing nothing but jamming to gangster rap 

Fuck with me u know I got it
And by it I mean influenza A 
<U+0001F605>","Saturn"
"992",992,"hereforthejava","@El_Influenza Pecker tracks <U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602>","Seattle - Tacoma"
"993",993,"pettydredful","My husband is ill &amp; spreading it around. I appear to be catching. I spent all of Nov, Dec and most of Jan trying to recover from influenza &amp; then the bad cold I caught. Preparing to be sick until May, the way things go since this stupid lung disease reared its ugly head. &gt;:(","Canada"
"994",994,"peddoc07","UNICEF:”Alarming"" surge in measles cases in 98 countries
that saw more cases in 2018 than 2017. Measles is more contagious than Ebola, TB, or influenza. #1 viral killer of children worldwide. And just a plane ride away! For almost all cases-#VaccinesWork  https://t.co/g70H72eY1U","Bellevue, WA"
"995",995,"Rev_Danielle","Today marks the first Sunday in over three years in which I've had to miss church due to illness. It is not a good feeling. #veryupsetcurate #influenza","Edmonton"
"996",996,"bathbombking","Now buy Woooooo! Menthol and Peppermint Steam Pucks online, at: <U+0001F912>https://t.co/CD6q79RGz6<U+0001F912>

#sinusrelief #naturalremedy #rhinitis #sinusitis #aromatherapy #steam #shower #commoncold #influenza #allergies #essentialoils https://t.co/gQG99QqBu9","Peru, IL"
"997",997,"whitetrashart","Now buy Woooooo! Menthol and Peppermint Steam Pucks online, at: <U+0001F912>https://t.co/3qlzBAo52T <U+0001F912>

#sinusrelief #naturalremedy #rhinitis #sinusitis #aromatherapy #steam #shower #commoncold #influenza #allergies #essentialoils https://t.co/6e9o3MYphM","Illinois, USA"
"998",998,"BioProfBarker","We talked about two awesome papers on TWiV this week...viruses encode ribosomal proteins and the receptor for bat influenza is MHC Class II?? https://t.co/vHMUDsLUVO","Madison, NJ"
"999",999,"michelelate","Research that could make influenza more pathogenic was halted in 2014 following fears of pandemics. But new studies have been approved, reports @NYTimes https://t.co/VesLCZsyI2","Washington, DC"
"1000",1000,"UN1ONJal","Mujeres, 63% de los enfermos por influenza https://t.co/KOkNix06lz https://t.co/QNwakAH5Ba","Guadalajara, México"
"1001",1001,"DevonsDaisy","First shift back today and I hope everyone doesn’t hate me for missing 3 shifts with the flu <U+0001F92D><U+0001F605><U+0001F605>","Idaho, USA"
"1003",1003,"Selcuk_Atak_","@flu_bej84 En iyisi görüsmemek...","United States"
"1004",1004,"coachrhoads2","@LouisMFranklin @VikingsSTHS Me if I can get over this nasty flu by Friday morning!",""
"1006",1006,"amoration","Finishing my first #elixir today, a two week infusion of elderberries and herbs for cold/flu season with an 80 proof potato vodka

The #alkemista by @ethanashebrand
What a gorgeous garnet-colored tonic!

#alchemyorscience #alchemy #tonics #CBD #healthathome #diymedicine https://t.co/QvXP4gb3UB","California, USA"
"1008",1008,"ASaunders_PGH","My wife, my daughter, my mother, and her significant other have all had the flu this week.

I’ve spent the last three days bathing in hand sanitizer and critically analyzing every sneeze and sniffle.","Pittsburgh, PA"
"1009",1009,"unofficialCami","deadass I would rather have the flu AGAIN than go back to school https://t.co/fvIn9WewNJ","wherever the cute boys are"
"1011",1011,"Pangowish_16","Hopefully it's not a flu","Ontario, Canada"
"1013",1013,"kheelopay","@YuhBoiKamo if Hayden gets the flu https://t.co/k8ITj045rT","Oklahoma City, OK"
"1014",1014,"adampassion27","@Kent_Rollins Will do! He has been sick with the flu since yesterday and when I turned on your episode he stood right up and watched the whole thing from there.He is feeing better today","Orrville, OH"
"1015",1015,"White5Anthronet","@waltercwhite @THEJeepMafia @agocs_jodi @Buck_Idaho @CamoSassymama @holler_lori @JKUInkedGirl @JeepsGreen @MakJeeps @cookies1961 @BackroadC @JeepDoorCarrier Chilly and it rained last night, but it’s sunny now. I’m sure the new trail I found is muddy and perfect for me to crawl, but I’m stuck at home with the flu <U+0001F927>","Goleta, CA"
"1017",1017,"TPWalters","Down and out with the flu the past two days, but powered through a great phone call that made @OmahaWSOC better!  Between that and my wife being a rockstar taking care of 3 kids and her biggest baby (Me), I think I’m going to make it! Oh and Mavs first spring game on Sunday!","Omaha"
"1018",1018,"notomatinmytaco","does your throat like not normal when you have the flu?","Dema"
"1019",1019,"annarddick","Three of my bosses are out with the flu...THREE","New York, USA"
"1020",1020,"DuenoTatiana","Working with kids is so great...until one of your kids has a virus, one has the flu and the other pink eye...what is happening right now?<U+0001F637>","Lancaster, PA"
"1021",1021,"famfightflu","@kuriousmind93 @SepsisAlliance Thank you for the condolences. Kendra was an otherwise healthy 35 year old mother of two. Sadly flu takes the lives of many who have no underlying conditions as you can see when reading the stories on our website.  And 30% of pediateic flu deaths involve sepsis.","Arlington, VA"
"1022",1022,"famfightflu","@meliabonomo Thank you for the work that you do. Too bad this is too complicated to explain in a social post, because we have many followers who could really benefit from this knowledge. But we will do our best to try to educate them on the science behind the flu vaccine. :)","Arlington, VA"
"1023",1023,"famfightflu","Anyone can fall victim to flu. Likewise, anyone can develop sepsis as a result of flu. Know the signs and symptoms of #flu and #sepsis. Visit https://t.co/Sc6je7ljCv for more info and to hear the stories of how our loved ones developed sepsis as a result of flu. @SepsisAlliance https://t.co/rFzmx4vs0b","Arlington, VA"
"1024",1024,"famfightflu","As flu season continues, @US_FDA and @WHO delay the 2019-2020 flu #vaccine recommendations until late March due to an evolving flu virus. https://t.co/KK38risDmD #FightFlu","Arlington, VA"
"1025",1025,"famfightflu","As #flu season continues @PAHealthDept reports 53,962 flu cases &amp; 68 flu-related deaths so far this season. And that's just what has been confirmed. Actual flu cases in Pennsylvania probably much higher. #FightFlu https://t.co/VHWXCjHTO4 via @LancasterOnline","Arlington, VA"
"1026",1026,"famfightflu","A new study finds that children born to women who have had a severe infection during #pregnancy, such as #flu, are at an increased risk of #autism. Which then suggests that flu #vaccines giving in pregnancy may actually help PREVENT autism. https://t.co/ndP7luxh1l #FightFlu","Arlington, VA"
"1029",1029,"Haigen64","Do you have any comfort items? — I actually have a plushie that I got when I was a kid called ""Snowy"" he's essentially like a snoopy dog plushie but flu… https://t.co/KR9M8zRa0T","Australia"
"1030",1030,"HealthyWashoe","Washoe County is at the highest level of flu activity since the last week of 2018 and the beginning of the New Year. DON'T be another FLU STATISTIC, GET A FLU SHOT NOW!

Free flu shots will be offered at the Family Health Festival tomorrow at Sparks Middle School. https://t.co/qq8ezeXA6X","Washoe County, Nevada, USA"
"1031",1031,"HeliotropeSF","We're told to wash our hands constantly during #cold and #flu season. Most soaps out there use perfumes &amp; other ingredients that dry out your #skin. Not so with our #Coconut #Oil &amp; #Goat… https://t.co/UEQA08TPLl","San Francisco, CA"
"1032",1032,"LockPickingPtln","@HeLP_LockPicker Thank you my friend! It’s been a full several weeks but I’m hoping to get some videos uploaded this week. The flu, bad work schedules, and trying to buy a house kinda keep other things on the back burner :/","North Carolina, USA"
"1033",1033,"morewless","#ad Have you been affected by the flu? If your symptoms point to the flu versus a cold, your doctor can do a simple test. Get an annual flu shot before you get the flu. #IGotMyShot. Visit @LungAssociation's site https://t.co/Eqmc4NqJ1C for more info #IC https://t.co/7oemIM46Jr","Orange County, California"
"1034",1034,"Taks_Art","Went to the doctor today, because I still have a high fever &amp; all sorts of other bs. They’ve ruled out flu and pneumonia, but the chest X-ray showed a swollen mass near my throat? They want me to get a CT scan to check my lymph nodes. What is going on with me .-.","Minneapolis, MN"
"1037",1037,"PhillySpecial_","@RealMamaEagle This weather/flu/cold season has SUCKED","Cradle of Liberty "
"1038",1038,"TaylorMorse__","I think I got the flu &amp; all I want is kage but he gotta work till 11 <U+0001F912><U+0001F629>","Henderson, KY"
"1039",1039,"BryttanyDuncker","Tried singing to a song... needless to say it was mediocre due to having the flu <U+0001F637> #NoThankYou #OhHellNo","Fort Myers, FL"
"1040",1040,"luann_sarah","@JimmieJohnson @ISMRaceway Sorry to hear about being sick.  It is a wicked flu season.  Excited to watch my favorite driver this Sunday.","Clewiston, FL"
"1041",1041,"mrs_beeee","Welp, it’s official. Fego is the only one who doesn’t have flu in my house. This is the WORST","TX"
"1042",1042,"leahtalolo","Being sick with the flu, no joke","Portland, OR"
"1043",1043,"BuckTheFlu","Let's make seasonal influenza a thing of the past, get your flu shot every flu season! #JonasBrothersareback #Year3000 #BuckTheFlu https://t.co/D4nckFUp6f","Columbus, OH"
"1044",1044,"kegs1952","@WGRZ Well this is the cold and flu season","Buffalo, NY"
"1045",1045,"dejavucook","@RageCook ....get well soon.....hahah///never had a flu shot.....","West Palm Beach, FL"
"1046",1046,"directorflik","I have learned one very important lesson this winter.
Don't get the flu.","North Dakota, USA"
"1047",1047,"tmfhqi","5 Persisting Myths About Flu and the Flu Vaccine from @Medscape https://t.co/gh9bOi4o06 #fightflu","Austin, Texas"
"1048",1048,"Swank401","Finally shook off this flu.. bouta go get tatted","Pawtucket, RI"
"1049",1049,"corinastarr","I would get the flu during these next busiest 2 weeks of my life <U+0001F927><U+0001F912>","Long Beach"
"1051",1051,"PvtrickWc3","Those unvaccinated memes hit you different when you actually get the flu, I’m gonna need y’all to chill with the retweets<U+0001F602><U+0001F912>","Saskatoon, Saskatchewan"
"1052",1052,"AfflictedMed","@marta_rose @radleybalko That’s an insanely low probability.  65,000 people die from the flu per year.  Should we start imprisoning those who dont get a flu shot?","Phoenix, AZ"
"1053",1053,"expIicitrami","I think I have the stomach flu kill me","chicago"
"1054",1054,"mortyphp","@BostonMagazine Nope, @kirkmin opened up to try and explain a pretty tumultuous year.  Great job @tom_stackpole, way to exploit a dude who legit contemplated suicide.  Hope you get over being sick with the flu...Oh yea, here’s what really happened. 

https://t.co/Cfmj73DYra","Boston, MA"
"1056",1056,"Jordyn_Makell","I’ve never had the flu before and it’s horrible <U+0001F637><U+0001F62D>","Fletcher, Oklahoma"
"1057",1057,"riseovrunmariah","Nomes gave me the stomach flu, so I’m just dying in my room and I’m pissed.","Michigan, USA"
"1058",1058,"ronanlupton","@killianbyrne I got the flu and strep and have to add back 10 days at the end (-10).","Ireland"
"1059",1059,"ohhaycassiek","I have so much to do but i’m scared to leave my room cause I think my mother has the stomach flu","Haddonfield, IL"
