"","screen_name","text","location"
"937","PublicHealthUMN","If the flu killed 50 million in 1918, we could expect to see more than 250 million casualties today, says Michael Osterholm. “That’s a lot of body bags — which we’d run out of very quickly.”  https://t.co/Cw7gQxdj8m #1918flu","Minnesota"
"938","OSUhsl","Science Cafe: Influenza - Novel Solutions to a Grave Threat to Humanity 
March 6 @ 6:30 pm - 7:30 pm - Research Commons (3rd floor, 18th Avenue Library) 
More info: https://t.co/XPXgW8o6oy","Columbus, OH"
"939","ba1leye","IM YELLING influenza aficionado <U+0001F602><U+0001F923><U+0001F923><U+0001F923> https://t.co/UvB9z4NGnT","School"
"940","charmedneedle","Adults: Do you know your basic vaccines status?  MMR, Varicella, Tdap, Polio, Hep A/B, HPV, Influenza, etc.","Seattle, WA"
"941","drdengaterwuor","This winter season started out great, but seeing more cases of influenza lately.","Cedar Falls, IA"
"942","LarrySa16379655","@AlexChoirDrama  no choir fest for Evan . Out with Type A influenza.","United States Minor Outlying Islands"
"943","biorxivpreprint","Influenza A matrix protein M1 is sufficient to induce lipid membrane deformation  https://t.co/5QtKd34HDp #bioRxiv","New York"
"944","AlaskanCourtney","@El_Influenza Is that yours???","Alaska"
"945","AlaskanCourtney","@El_Influenza Thank you. I hope you have a low pain day <U+2764><U+FE0F> https://t.co/vkgXlZCvNn","Alaska"
"946","AlaskanCourtney","@El_Influenza Nice!!!!!","Alaska"
"947","AlaskanCourtney","@El_Influenza Are you kidding?!? That’s exactly what you SHOULD do!","Alaska"
"948","itsmeucunts","@Paruuq u my greatest influenza <U+0001F614><U+0001F614>","toronto"
"949","FormulaTorreon","Se mantiene permanente campaña para prevenir la #influenza 

#AbriendoLaConversación 

https://t.co/ilQMvTZsXU https://t.co/eM8hfyYOY6","Torreón, Coahuila de Zaragoza"
"950","Battelle","Our @CDCgov flu contract staff (Bill Davis, Brian Lynch, Janná Murray, Malania Wilson, Ben Rambo-Martin, Cindy Adolphus, Xudong Lin, Li Wang, Terianne Wong) awarded 2018 Alexander l. Klimov Award for contributions to global influenza pandemic preparedness.
https://t.co/qvdU9it5k4 https://t.co/SRir6VVFRD","Columbus, OH"
"951","TheTacticalDave","The Influenza Outbreak came in the same way, our doctors are privately warning us about the Illegals and the Viruses they are spreading here in South Texas. 
@SebGorka @dbongino #maga #buildthewall https://t.co/UODASjVTEr","Corpus Christi, TX"
"952","TheTacticalDave","Just one of the Many Infectious diseases that are leaching out of Texas Immigrant Detention Centers, the deadly Influenza virus has been spreading in the same way. illegals with infectious illness should not be released into the general Public https://t.co/NNdVpHlTGi #Maga","Corpus Christi, TX"
"953","partyjordan","If I were an alien who just landed on Earth and hadn’t learned the language yet but needed to pick an Earth name, it would definitely be one of these:

Influenza
Faucet
Courtesy
Lunesta
Virus
Sponsored Post
Inclusivity 
Honking (the noise not the word)
Nintendo
Pencil","San Francisco"
"954","6abc","The Delaware Health and Social Services said Friday in a statement that all the cases were people who had underlying health conditions and who were infected with the influenza A strain. https://t.co/9Wrq9o9X2W","Philadelphia"
"955","bcastbloggers","Predicting seasonal influenza epidemics using cross-hemisphere influenza surveillance data and local internet query data. https://t.co/qKHn5sHqSF","NYC"
"956","Enrique57295735","@HardCan08687591 Ancora con l'influenza ? <U+0001F614> Mi dispiace! 
Sì io tutto bene , grazie <U+0001F44D> 
Ti auguro una buona notte e sogni sereni <U+0001F31B>","donde se cruzan los caminos..."
"957","DanimarieMorse","Another thing we discovered in the ER last night is that I have Influenza A. It’s kicking my butt. However the babies are fine so I am thankful.","Michigan"
"958","amccullough519","@Megs_ISU I’ll trade your influenza for my bronchitis","Westerville, OH"
"959","drjewilliams","Influenza virus has a simple strategy: infect as many as possible. It keeps us off balance. It’s predictably unpredictable. This year’s pattern might be: start mild, end strong. https://t.co/gY6JzuPF4S","Sarasota, FL"
"960","luphorics","alRight well yup i've been diagnosed with iNFLUENZA and ill be dead from school for 3 days","Los Angeles, CA"
"961","Wealthokoye","My friend have turn to InFlUeNzA <U+0001F44F><U+0001F64C><U+0001F3FB>. When are you changing your bio ? <U+0001F3C3><U+200D><U+2640><U+FE0F> https://t.co/ZoFgVrHPUh","United States"
"962","TwitchDadTV","Awesome news, i have recovered from influenza and not longer feeling crap! Hoping to stream today.  With 2 week holiday and family hospitalization i am back! https://t.co/idxt6Eal38","Australia"
"963","Sandsnake__","Pues les traigo la noticia de que en la escuela de Libia ya van 4 niños con influenza ( ella incluida). En la escuela de una amiga suya van 3. Y yo al menos no he visto ningún aviso anywhere.","Distrito Federal, México"
"964","SamHighsmith","we are snowed in, braydan has influenza and reid has an ear infection. hope everyone else’s sunday is better than ours","Wilson, KS"
"965","KayJayFIN","@the_striped_roo Mmh! Bad influenza wave going on xD","Finland"
"966","KayJayFIN","@Schtewee I was at the hospital today. Got diagnozed with influenza. Pharmacy was closed already.","Finland"
"967","Danhdrg","@liamdrg_ Sì, sono il genio della lampadina. Esprimi un desiderio.
Vuoi avere l'influenza? Vuoi un mal di denti? Desideri un dolore di stomaco?
Strofina la lampadina e potrai avere tutto questo, ragazzo fortunato","New York, USA"
"968","nssoaxaca","México a una década de la influenza cómo se vivió y lecciones aprendidas https://t.co/EVorkGQ5V0","Oaxaca, México"
"969","mohicks18","Getting Influenza A the one strain not covered by the flu shot this year &amp; having to miss my whole week of class/clinical is pretty much how my life works in a nutshell.....","Columbus, OH"
"970","KaelanRhy","@AuthorKEIreland I hope not. It doesn't have any of the markers of influenza.","Southern Ontario, Canada"
"971","Cillalapostej","Først åbning af Capelli Sports Park, med en uafgjort i sidste minut. På vej hjem fandt vi så en mand der var faldet på sin cykel, som var ude af stand til at finde hjem. Få fat på politiet. Hjem. Liverpool spiller uafgjort. Brøndby taber. Og nu har jeg influenza?? Mærkelig søndag","Denmark"
"972","MichelleRafter","The influenza A strain going around is serious business. It landed my 82 y o dad in the hospital despite him having gotten a flu shot. So many other people around here have gotten it too. Practice safe hygiene people! #flu","Portland, OR"
"973","AskDeMarie","FLU SHOT! YES OR NO?
Dr. Geier goes on to explain that flu is “the wrong thing to vaccinate against” because you have to keep re-vaccinating against it... https://t.co/cwL7sNnsD1","Orange County, California"
"974","ninamoraless","@FrydaMonsivais Fuiste a esparcir tu influenza <U+0001F602>","Monterrey Nuevo Leon "
"975","elchiltepin","México a una década de la influenza AH1N1 :: https://t.co/KjnL1h8GTE vía @elchiltepin","Hermosillo, Sonora"
"976","lyssiebabyx","According to Essentia Health emergency room, coughing up blood is completely normal but is cause to take a blood test and an influenza test. MAKES FUCKING SENSE YOU DUMB SHITS","Wisconsin, USA"
"977","lemellekh2","@The_Octahedron It's like influenza vs RSV lol","Grand Rapids, MI"
"978","Sugaarrbaby","@Habiibti_ @yojora Lmaoo stop lying. Are you now an influenza?","Toronto, Ontario"
"979","latteonmyscrubs","FUCK just tested pos for influenza A <U+0001F61E><U+0001F61E><U+0001F61E>","United States"
"980","MissGracey13","@iMiaSanMia I love how he tagged himself influenza but in black so it doesn’t show so much haha","Distrito Federal, México"
"981","WomensHealthCT","Have you had your #flushot? Even healthy people can get the flu and spread it to loved ones and friends. https://t.co/d84OeTmeG6,","Avon, CT"
"982","8_Columnas","#Nacional | Eran las 11 de la noche del 23 de abril de 2009, cuando la Secretaría de Salud informaba a la población mexicana y al mundo que una nueva cepa de influenza AH1N1 estaba circulando en el país, y se desconocía su nivel de letalidad.

https://t.co/2TcmflGtcw","Estado de México"
"983","liderweb_mx","#Salud | Mantienen vacunación contra la influenza https://t.co/bPImoDxyFM https://t.co/h4mHXzX4gQ","Nuevo Laredo, Tamaulipas"
"984","LadyDeibs","@chrisdocnee @netflix If it’s any consolation, my entire family just had influenza a last week (including my 6 month old- got it on the day to get the flu vax...). You will be feeling more human by Tuesday! I swear!","Somewhere near Pittsburgh, PA"
"985","htrandreibl","@paomeza23 Ni parece que traes influenza <U+0001F92D><U+0001F602>","Montemorelos, Nuevo León."
"986","TLCane1","“Crisis” of Seriously Ill Migrants Slams Border Patrol — TB, Pneumonia, Influenza, Parasites. https://t.co/wP4fZo0cw5 @MarkHerringVA","USA"
"987","420lanie","U.S. Government Pays Out Millions to Flu Shot Victims Killed or Paralyzed by Influenza Vaccine https://t.co/NdwGfFWJnc","Texas, USA"
"988","ActualYucatan","#Salud #Yucatán es uno de los estados del país que menores índices presenta en cuanto a casos confirmados por el virus de #influenza <U+0001F637><U+0001F927> Actualmente, al corte de la semana número ocho de la Temporada 2018-2019, se tiene un acumulado total de 44... https://t.co/p7BFjUynlW","Mérida, Yucatán, México"
"989","MarckVoltury","Día cuatro: la vacuna está funcionando, la influenza Betancourt ah diezmado el 70% de mi fin de semana, no sabemos si la humedad podrá sobrellevar esto.","Toluca"
"990","sdfellis117","@DrLindseyFitz @London_darkside Another fantastic book on the 1918 pandemic    https://t.co/J3wa9jyf2Y https://t.co/JjMjOLImZa","Minnesota"
"991","KaylaYax","My sick ass has been laying in bed doing nothing but jamming to gangster rap 

Fuck with me u know I got it
And by it I mean influenza A 
<U+0001F605>","Saturn"
"992","hereforthejava","@El_Influenza Pecker tracks <U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602>","Seattle - Tacoma"
"993","pettydredful","My husband is ill &amp; spreading it around. I appear to be catching. I spent all of Nov, Dec and most of Jan trying to recover from influenza &amp; then the bad cold I caught. Preparing to be sick until May, the way things go since this stupid lung disease reared its ugly head. &gt;:(","Canada"
"994","peddoc07","UNICEF:”Alarming"" surge in measles cases in 98 countries
that saw more cases in 2018 than 2017. Measles is more contagious than Ebola, TB, or influenza. #1 viral killer of children worldwide. And just a plane ride away! For almost all cases-#VaccinesWork  https://t.co/g70H72eY1U","Bellevue, WA"
"995","Rev_Danielle","Today marks the first Sunday in over three years in which I've had to miss church due to illness. It is not a good feeling. #veryupsetcurate #influenza","Edmonton"
"996","bathbombking","Now buy Woooooo! Menthol and Peppermint Steam Pucks online, at: <U+0001F912>https://t.co/CD6q79RGz6<U+0001F912>

#sinusrelief #naturalremedy #rhinitis #sinusitis #aromatherapy #steam #shower #commoncold #influenza #allergies #essentialoils https://t.co/gQG99QqBu9","Peru, IL"
"997","whitetrashart","Now buy Woooooo! Menthol and Peppermint Steam Pucks online, at: <U+0001F912>https://t.co/3qlzBAo52T <U+0001F912>

#sinusrelief #naturalremedy #rhinitis #sinusitis #aromatherapy #steam #shower #commoncold #influenza #allergies #essentialoils https://t.co/6e9o3MYphM","Illinois, USA"
"998","BioProfBarker","We talked about two awesome papers on TWiV this week...viruses encode ribosomal proteins and the receptor for bat influenza is MHC Class II?? https://t.co/vHMUDsLUVO","Madison, NJ"
"999","michelelate","Research that could make influenza more pathogenic was halted in 2014 following fears of pandemics. But new studies have been approved, reports @NYTimes https://t.co/VesLCZsyI2","Washington, DC"
"1000","UN1ONJal","Mujeres, 63% de los enfermos por influenza https://t.co/KOkNix06lz https://t.co/QNwakAH5Ba","Guadalajara, México"
"1001","DevonsDaisy","First shift back today and I hope everyone doesn’t hate me for missing 3 shifts with the flu <U+0001F92D><U+0001F605><U+0001F605>","Idaho, USA"
"1002","_Grand_Wazoo_","Why We Should Fear the Disease, Not the Vaccine https://t.co/ysG4vydE5n","Highland Village, Texas"
"1003","Selcuk_Atak_","@flu_bej84 En iyisi görüsmemek...","United States"
"1004","coachrhoads2","@LouisMFranklin @VikingsSTHS Me if I can get over this nasty flu by Friday morning!",""
"1005","NewYorkSEO123","Why We Should Fear the Disease, Not the Vaccine https://t.co/h2mjZp0hZb","New York City"
"1006","amoration","Finishing my first #elixir today, a two week infusion of elderberries and herbs for cold/flu season with an 80 proof potato vodka

The #alkemista by @ethanashebrand
What a gorgeous garnet-colored tonic!

#alchemyorscience #alchemy #tonics #CBD #healthathome #diymedicine https://t.co/QvXP4gb3UB","California, USA"
"1007","MemeTeamViv","@markiplier YOUR HOUSE DIDN'T CATCH THE FLU FROM WADE'S HOUSE DID IT","Florida, USA"
"1008","ASaunders_PGH","My wife, my daughter, my mother, and her significant other have all had the flu this week.

I’ve spent the last three days bathing in hand sanitizer and critically analyzing every sneeze and sniffle.","Pittsburgh, PA"
"1009","unofficialCami","deadass I would rather have the flu AGAIN than go back to school https://t.co/fvIn9WewNJ","wherever the cute boys are"
"1010","PergamIC","@HutchIDScience @fredhutch @SeattleCCA @uwsph @uwepidemiology @UWMedicine And to get tested for the Seattle Flu study https://t.co/uK6GsH5Lt7","Seattle, WA"
"1011","Pangowish_16","Hopefully it's not a flu","Ontario, Canada"
"1012","HoffmanAndy","Why We Should Fear the Disease, Not the Vaccine. Deadly diseases that should be seen only in history books are showing up in our emergency rooms. https://t.co/Cf0eNvupWr","Ann Arbor, Michigan"
"1013","kheelopay","@YuhBoiKamo if Hayden gets the flu https://t.co/k8ITj045rT","Oklahoma City, OK"
"1014","adampassion27","@Kent_Rollins Will do! He has been sick with the flu since yesterday and when I turned on your episode he stood right up and watched the whole thing from there.He is feeing better today","Orrville, OH"
"1015","White5Anthronet","@waltercwhite @THEJeepMafia @agocs_jodi @Buck_Idaho @CamoSassymama @holler_lori @JKUInkedGirl @JeepsGreen @MakJeeps @cookies1961 @BackroadC @JeepDoorCarrier Chilly and it rained last night, but it’s sunny now. I’m sure the new trail I found is muddy and perfect for me to crawl, but I’m stuck at home with the flu <U+0001F927>","Goleta, CA"
"1016","_bj_9","Flu having ass https://t.co/5xwhQ7Fefb","Pine Bluff, AR"
"1017","TPWalters","Down and out with the flu the past two days, but powered through a great phone call that made @OmahaWSOC better!  Between that and my wife being a rockstar taking care of 3 kids and her biggest baby (Me), I think I’m going to make it! Oh and Mavs first spring game on Sunday!","Omaha"
"1018","notomatinmytaco","does your throat like not normal when you have the flu?","Dema"
"1019","annarddick","Three of my bosses are out with the flu...THREE","New York, USA"
"1020","DuenoTatiana","Working with kids is so great...until one of your kids has a virus, one has the flu and the other pink eye...what is happening right now?<U+0001F637>","Lancaster, PA"
"1021","famfightflu","@kuriousmind93 @SepsisAlliance Thank you for the condolences. Kendra was an otherwise healthy 35 year old mother of two. Sadly flu takes the lives of many who have no underlying conditions as you can see when reading the stories on our website.  And 30% of pediateic flu deaths involve sepsis.","Arlington, VA"
"1022","famfightflu","@meliabonomo Thank you for the work that you do. Too bad this is too complicated to explain in a social post, because we have many followers who could really benefit from this knowledge. But we will do our best to try to educate them on the science behind the flu vaccine. :)","Arlington, VA"
"1023","famfightflu","Anyone can fall victim to flu. Likewise, anyone can develop sepsis as a result of flu. Know the signs and symptoms of #flu and #sepsis. Visit https://t.co/Sc6je7ljCv for more info and to hear the stories of how our loved ones developed sepsis as a result of flu. @SepsisAlliance https://t.co/rFzmx4vs0b","Arlington, VA"
"1024","famfightflu","As flu season continues, @US_FDA and @WHO delay the 2019-2020 flu #vaccine recommendations until late March due to an evolving flu virus. https://t.co/KK38risDmD #FightFlu","Arlington, VA"
"1025","famfightflu","As #flu season continues @PAHealthDept reports 53,962 flu cases &amp; 68 flu-related deaths so far this season. And that's just what has been confirmed. Actual flu cases in Pennsylvania probably much higher. #FightFlu https://t.co/VHWXCjHTO4 via @LancasterOnline","Arlington, VA"
"1026","famfightflu","A new study finds that children born to women who have had a severe infection during #pregnancy, such as #flu, are at an increased risk of #autism. Which then suggests that flu #vaccines giving in pregnancy may actually help PREVENT autism. https://t.co/ndP7luxh1l #FightFlu","Arlington, VA"
"1027","Diassess","Can the Flu and Other Viruses Cause Neurodegeneration? | https://t.co/ndFwclRZHM https://t.co/PVmZwuvK5b","Emeryville, CA"
"1028","sandiegoinforme","Spike in Flu Cases in San Diego County – NBC 7 San Diego https://t.co/sc9tc9XkTi https://t.co/mSQvG9qz8Q","San Diego"
"1029","Haigen64","Do you have any comfort items? — I actually have a plushie that I got when I was a kid called ""Snowy"" he's essentially like a snoopy dog plushie but flu… https://t.co/KR9M8zRa0T","Australia"
"1030","HealthyWashoe","Washoe County is at the highest level of flu activity since the last week of 2018 and the beginning of the New Year. DON'T be another FLU STATISTIC, GET A FLU SHOT NOW!

Free flu shots will be offered at the Family Health Festival tomorrow at Sparks Middle School. https://t.co/qq8ezeXA6X","Washoe County, Nevada, USA"
"1031","HeliotropeSF","We're told to wash our hands constantly during #cold and #flu season. Most soaps out there use perfumes &amp; other ingredients that dry out your #skin. Not so with our #Coconut #Oil &amp; #Goat… https://t.co/UEQA08TPLl","San Francisco, CA"
"1032","LockPickingPtln","@HeLP_LockPicker Thank you my friend! It’s been a full several weeks but I’m hoping to get some videos uploaded this week. The flu, bad work schedules, and trying to buy a house kinda keep other things on the back burner :/","North Carolina, USA"
"1033","morewless","#ad Have you been affected by the flu? If your symptoms point to the flu versus a cold, your doctor can do a simple test. Get an annual flu shot before you get the flu. #IGotMyShot. Visit @LungAssociation's site https://t.co/Eqmc4NqJ1C for more info #IC https://t.co/7oemIM46Jr","Orange County, California"
"1034","Taks_Art","Went to the doctor today, because I still have a high fever &amp; all sorts of other bs. They’ve ruled out flu and pneumonia, but the chest X-ray showed a swollen mass near my throat? They want me to get a CT scan to check my lymph nodes. What is going on with me .-.","Minneapolis, MN"
"1035","MT_Thoughts4U","@darlene_hill talked with @OhioHealth #DoctorsHospital ED Medical Director Bruce Jones today about a spike nationwide in #Flu cases. Watch the story on @nbc4i tonight at 5pm. https://t.co/O0XlgUyNQk","Columbus, OH"
"1036","MT_Thoughts4U","@JackieWSYX6 talked with @OhioHealth #DoctorsHospital ED Medical Director Bruce Jones today about a spike nationwide in #Flu cases. Watch the story on @wsyx6 tonight at 5pm. https://t.co/iN27o0oRJL","Columbus, OH"
"1037","PhillySpecial_","@RealMamaEagle This weather/flu/cold season has SUCKED","Cradle of Liberty "
"1038","TaylorMorse__","I think I got the flu &amp; all I want is kage but he gotta work till 11 <U+0001F912><U+0001F629>","Henderson, KY"
"1039","BryttanyDuncker","Tried singing to a song... needless to say it was mediocre due to having the flu <U+0001F637> #NoThankYou #OhHellNo","Fort Myers, FL"
"1040","luann_sarah","@JimmieJohnson @ISMRaceway Sorry to hear about being sick.  It is a wicked flu season.  Excited to watch my favorite driver this Sunday.","Clewiston, FL"
"1041","mrs_beeee","Welp, it’s official. Fego is the only one who doesn’t have flu in my house. This is the WORST","TX"
"1042","leahtalolo","Being sick with the flu, no joke","Portland, OR"
"1043","BuckTheFlu","Let's make seasonal influenza a thing of the past, get your flu shot every flu season! #JonasBrothersareback #Year3000 #BuckTheFlu https://t.co/D4nckFUp6f","Columbus, OH"
"1044","kegs1952","@WGRZ Well this is the cold and flu season","Buffalo, NY"
"1045","dejavucook","@RageCook ....get well soon.....hahah///never had a flu shot.....","West Palm Beach, FL"
"1046","directorflik","I have learned one very important lesson this winter.
Don't get the flu.","North Dakota, USA"
"1047","tmfhqi","5 Persisting Myths About Flu and the Flu Vaccine from @Medscape https://t.co/gh9bOi4o06 #fightflu","Austin, Texas"
"1048","Swank401","Finally shook off this flu.. bouta go get tatted","Pawtucket, RI"
"1049","corinastarr","I would get the flu during these next busiest 2 weeks of my life <U+0001F927><U+0001F912>","Long Beach"
"1050","corinnefabian","Flu had me out like a light,,, like a light","Salisbury, MD"
"1051","PvtrickWc3","Those unvaccinated memes hit you different when you actually get the flu, I’m gonna need y’all to chill with the retweets<U+0001F602><U+0001F912>","Saskatoon, Saskatchewan"
"1052","AfflictedMed","@marta_rose @radleybalko That’s an insanely low probability.  65,000 people die from the flu per year.  Should we start imprisoning those who dont get a flu shot?","Phoenix, AZ"
"1053","expIicitrami","I think I have the stomach flu kill me","chicago"
"1054","mortyphp","@BostonMagazine Nope, @kirkmin opened up to try and explain a pretty tumultuous year.  Great job @tom_stackpole, way to exploit a dude who legit contemplated suicide.  Hope you get over being sick with the flu...Oh yea, here’s what really happened. 

https://t.co/Cfmj73DYra","Boston, MA"
"1055","1079MixMaine","Flu cure? https://t.co/a3tGZFBzFi","Augusta, Maine "
"1056","Jordyn_Makell","I’ve never had the flu before and it’s horrible <U+0001F637><U+0001F62D>","Fletcher, Oklahoma"
"1057","riseovrunmariah","Nomes gave me the stomach flu, so I’m just dying in my room and I’m pissed.","Michigan, USA"
"1058","ronanlupton","@killianbyrne I got the flu and strep and have to add back 10 days at the end (-10).","Ireland"
"1059","ohhaycassiek","I have so much to do but i’m scared to leave my room cause I think my mother has the stomach flu","Haddonfield, IL"
"1060","KPWaResearch","Learning Health System at work: Paula Lozano describes how a partnership b/n researchers &amp; clinicians enabled the quick launch of an approach to reach @kpwashington members at high risk of influenza-related complications &amp; encourage them to get #vaccinated https://t.co/q38kkSw5Ms https://t.co/DyfWP8RqIU","Seattle, WA"
"1061","grantwmckinney","@paix120 We get flu shots at work. For people got the flu. Different strain obviously.","San Francisco Bay Area, CA"
"1062","Edge_419","Kicked the flu but cant stop hacking. We'll be back tomorrow for some Spellbreak!","Michigan, USA"
"1063","sanduskycohd","Flu is on the rise here – hospitalizations, office visits, and school absences have all increased in the past two weeks. Protect yourself – get your flu shot, clean frequently touched surfaces , and wash your hands OFTEN! If you have symptoms, stay home to stop the spread.","Sandusky County, Ohio"
"1064","stevesilberman","Diseases that should be in history books are now showing up in emergency rooms again. Vaccinate your kids. https://t.co/35FxKzu74t","San Francisco"
"1065","PublicHealth","""Our children, and our children’s children, have the opportunity to grow up in a world that is free from polio, measles and other vaccine-preventable diseases. We must work together to make this a reality,"" say public health leaders in op-ed: https://t.co/64rzzVCled #VaccinesWork","Washington DC"
"1066","widgeisanerd","Hey, life, could you not give Emily and I the flu at the same time. That would be great. Thanks.",""
"1067","MckeanHolly","Time to stock up on oranges FLU this year is deadly leaves returns full force","Hamilton, Ontario"
"1068","raisingraylan","Raylan has a fever of 100.3, and I am just now finding out that the flu is apparently going around his school.","Florida, USA"
"1069","socalcctv","@mea_mark @HarleyRouda @BeautyBind @tedcruz really? what about cars or the flu? they kill far more people then guns ever have. maybe we should take away cars because they also pollute the environment.","Surf City USA"
"1070","rhododendronfan","Studies of Deadly Flu Virus, Once Banned, Are Set to Resume https://t.co/vxwvy3rWTO","Oregon, USA"
"1071","Tatyanalashayyy","After the flu I’m taking my ass back to the gym","Manassas, VA"
"1072","AbuYoshi","You’re not going to make people sad by telling them you’re sad. Depression isn’t the flu, you’re not a burden.","California, USA"
"1073","jennmarie125","@bookgaslighting Truth.  I remember asking him all the questions in my head because I learned asking out loud turned into an all out attack for even mentioning a concern Thank you for continuing to shine light.  Been in bed sick with flu. Crazy even a sickness can trigger weak moments.  :(","Florida, USA"
"1074","ReaperGrim2012","@HenriekeDraws Want us to call in someone who can beat the snot out of that flu? 

We can make it...disappear...if you get my drift..","Ireland"
"1075","MamaWifeyLife","Would it be *totally* rude to not let anyone hold the baby at the hospital? Like they can see but can’t touch? Lol I’m just so worried with flu season and the fact that I am just getting over being so sick, I don’t want it anywhere near the baby","Long Island"
"1076","MamaWifeyLife","I’m not trying to be that psycho mom but Alex and I just got over being so sick... I can’t handle me or him being sick with a newborn. And even if I said only if they had their flu shot, I don’t trust certain people to be honest about it <U+0001F644>","Long Island"
"1077","cyberfuneral","day 3 of my t-break: i feel like i have the flu without the fever and congestion. would really appreciate it if i died","Michigan, USA"
"1078","WrayAwray","@RosaLuxembae @ItsAndyRyan @deathpigeon It was bird flu","California, USA"
"1079","WrayAwray","@Distopos @ItsAndyRyan @AsteadWesley Bird flu. How about swine flu?","California, USA"
"1080","MichaelHGibney","Vaccines don't hurt people. Diseases do. https://t.co/VdlZvN48wf","Washington, D.C."
"1081","DaniLeySays","If you’re going to fly, I implore you to NOT do so if you have the flu or any other such ailment.","Bellevue, WA"
"1082","alyssa_gilles4","Guess who has the flu <U+0001F64D><U+0001F3FB><U+200D><U+2640><U+FE0F>","Noblesville, IN"
"1083","IHazRabies","@MsMaggieMayhem I did this for my flu shot and TDAP!","Oakland, CA"
"1084","HellsDanielles","no one:
me: i'm danielle and i want mitch marner('s mom) to take care of me when i have the flu https://t.co/magSJEiWnP","brooklyn, ny"
"1085","ashleysniderpro","Sending a huge thank you to our benefits team for bringing @cvspharmacy to our office for flu shots clinic this year. I was the only one in my family that didn’t get it this year! @AllisonMedica @Lindsey_Reed_S #WellnessWednesday https://t.co/5IzrRy6ota","Savannah, Georgia"
"1086","towelaforever","Death by flu. Is that possible?","Valhalla"
"1087","towelaforever","@KingMas77 If tend to overdose on 4flu because that sleep<U+0001F646><U+0001F3FE><U+200D><U+2640><U+FE0F><U+0001F646><U+0001F3FE><U+200D><U+2640><U+FE0F> and then one time I took 2 piriton because of the sleep again. Flu medicine makes me unproductive<U+0001F602>","Valhalla"
"1088","vannah_richie","wow i have the flu. send help","College Station, TX"
"1089","BradKutner","Buckle in nerds, we’re getting the flu. https://t.co/LMcmxL1uQJ","Richmond, VA"
"1090","GingerConstruct","@Pumibel Thanks for the sympathy, I really appreciate it. Between being a professor and having a toddler it's SO hard to not have a voice. But two weeks of the flu would be worse.","Detroit, MI"
"1091","Goody_Beats","Flu like symptoms are no fun.","Huntertown, IN"
"1092","toddkovalsky","@robertoblake Closing deals and fighting flu","New Jersey, USA"
"1093","ananthaps","$ALT $BPTH Next runner is Altimmune. It’s a Novartis baby deals with flu without shots. 30$ run again?","United States"
"1094","tdunner82","@rvn_tabobandung No Keto flu yet???",""
"1095","MansfieldHub","1st Pediatric Death of the Flu Season Reported, Places near Mansfield to get flu vaccine @... https://t.co/LPbYKuvXEf https://t.co/rGwLiSSbnn","Mansfield, CT"
"1096","on_my_mary_way","Normally I hang out with @pwilson861 while she holds tutoring hours before our class together. Even though I knew she has the flu and isn’t on campus, I went to the same room anyway. Now, because I can’t say no, I’m currently helping a random student with their spanish homework.","Ohio"
"1097","ViraBurnayeva","#STUDY: Increasing #Flu Vaccination Didn't Reduce Flu-Related Deaths in Elderly in the US

https://t.co/3leVun8dll https://t.co/wqiLEFlLNI","NoVA, USA"
"1098","ViraBurnayeva","Did your doctor tell you the #FluShot INCREASES respiratory issues 4.4 times?

#STUDY:  Increased Risk of Noninfluenza Respiratory Virus Infections Associated with Receipt of Inactivated #Influenza #Vaccine

https://t.co/kYIpEjYcnf

#LearnTheRisk #VaccineSafety #FluVaccine #Flu https://t.co/EJXSM67CwC","NoVA, USA"
"1099","b_gregory79","@Dee4th @markknoller @MichaelSSmithII Neither are emergency executive orders for Nigeria, or the swine flu. But you didn’t say shit when Obama did that.","San Antonio, TX"
"1100","ErukaMoseley","I had the flu two weeks ago and I'm hiding in my pod, listening to my roommate coughing. Community living means that when one goes down, we all do.","Los Angeles, CA"
"1101","HHSGov","""Vaccinations save lives, protect our children and are one of our greatest public health achievements."" Read today's @nytimes op-ed from @HHS_ASH, @Surgeon_General and @CDCDirector. https://t.co/6vWTmrwEEc","Washington, D.C."
"1102","HHSGov","Changes in the immune system, heart, and lungs during pregnancy make pregnant women more prone to severe illness from #flu. Protect the ones you love—get your flu vaccine today. https://t.co/iqC504CZP1 #WednesdayWisdom #WednesdayMotivation #WhyIFightFlu https://t.co/CfgI0AmHWg","Washington, D.C."
"1103","BarbaraLeeNews8","HEALTH ALERT: County Health And Human services reports new weekly high in #flu cases in San Diego with 616 cases confirmed last week. @CBS8 @News8 https://t.co/ov9jswShkS","San Diego"
"1104","DwaynenLesley","Also, y’all please say a prayer for my mom Sue Teal. She apparently took an unwanted thing home with her from her visit to Biloxi. The flu! She’s home sick in bed and I’m worried about her so please remember her today.","North Carolina, USA"
"1105","AuntDowd","@IrishDO33 @FloBo2018 @Cernovich @CharlieKae17 Measles.  Nobody is talking about the flu.","South U.S."
"1106","jeezjess","@_keatongray wait so what ur saying is.....u got the flu bitch ?????","rapid city, sd "
"1107","gio_vittorioso","nothing like catching the flu the first day of spring break","Cranston, RI"
